Date,Price,Open,Change_in_percent,pe,pb,div_yield_percent
2019-03-07,11058.20,11077.95,0.05,27.11,3.49,1.22
2019-03-06,11053.00,11024.85,0.60,27.09,3.49,1.22
2019-03-05,10987.45,10864.85,1.14,26.93,3.47,1.23
2019-03-01,10863.50,10842.65,0.66,26.49,3.43,1.24
2019-02-28,10792.50,10865.70,-0.13,26.32,3.41,1.25
2019-02-27,10806.65,10881.20,-0.26,26.36,3.41,1.25
2019-02-26,10835.30,10775.30,-0.41,26.43,3.42,1.25
2019-02-25,10880.10,10813.25,0.82,26.53,3.43,1.24
2019-02-22,10791.65,10782.70,0.02,26.32,3.41,1.25
2019-02-21,10789.85,10744.10,0.51,26.31,3.36,1.25
2019-02-20,10735.45,10655.45,1.24,26.50,3.34,1.26
2019-02-19,10604.35,10636.70,-0.34,26.23,3.30,1.27
2019-02-18,10640.95,10738.65,-0.78,26.32,3.31,1.27
2019-02-15,10724.40,10780.25,-0.20,26.53,3.34,1.26
2019-02-14,10746.05,10786.10,-0.44,26.58,3.35,1.26
2019-02-13,10793.65,10870.55,-0.35,26.60,3.36,1.25
2019-02-12,10831.40,10879.70,-0.53,26.84,3.37,1.25
2019-02-11,10888.80,10930.90,-0.50,26.96,3.39,1.24
2019-02-08,10943.60,11023.50,-1.14,27.10,3.41,1.23
2019-02-07,11069.40,11070.45,0.06,27.41,3.45,1.22
2019-02-06,11062.45,10965.10,1.17,27.39,3.45,1.22
2019-02-05,10934.35,10908.65,0.20,27.07,3.41,1.23
2019-02-04,10912.25,10876.75,0.17,27.02,3.40,1.24
2019-02-01,10893.65,10851.35,0.58,26.40,3.39,1.24
2019-01-31,10830.95,10690.55,1.68,26.26,3.37,1.25
2019-01-30,10651.80,10702.25,0.00,25.84,3.32,1.27
2019-01-29,10652.20,10653.70,-0.09,25.84,3.32,1.27
2019-01-28,10661.55,10792.45,-1.10,25.85,3.32,1.27
2019-01-25,10780.55,10859.75,-0.64,26.14,3.36,1.25
2019-01-24,10849.80,10844.05,0.17,26.31,3.38,1.24
2019-01-23,10831.50,10931.05,-0.84,26.32,3.37,1.25
2019-01-22,10922.75,10949.80,-0.36,26.54,3.40,1.24
2019-01-21,10961.85,10919.35,0.50,26.29,3.41,1.23
2019-01-18,10906.95,10914.85,0.02,26.19,3.40,1.24
2019-01-17,10905.20,10920.85,0.14,26.21,3.40,1.24
2019-01-16,10890.30,10899.65,0.03,26.17,3.39,1.24
2019-01-15,10886.80,10777.55,1.39,26.16,3.39,1.24
2019-01-14,10737.60,10807.00,-0.53,25.80,3.34,1.26
2019-01-11,10794.95,10834.75,-0.25,26.00,3.36,1.25
2019-01-10,10821.60,10859.35,-0.31,26.07,3.37,1.25
2019-01-09,10855.15,10862.40,0.49,26.15,3.38,1.24
2019-01-08,10802.15,10786.25,0.28,26.02,3.36,1.25
2019-01-07,10771.80,10804.85,0.41,25.95,3.36,1.25
2019-01-04,10727.35,10699.70,0.52,25.84,3.34,1.26
2019-01-03,10672.25,10796.80,-1.11,25.71,3.32,1.26
2019-01-02,10792.50,10868.85,-1.08,26.00,3.36,1.25
2019-01-01,10910.10,10881.70,0.44,26.28,3.40,1.24
2018-12-31,10862.55,10913.20,0.02,26.17,3.38,1.24
2018-12-28,10859.90,10820.95,0.74,26.16,3.43,1.24
2018-12-27,10779.80,10817.90,0.47,26.08,3.41,1.23
2018-12-26,10729.85,10635.45,0.62,25.96,3.39,1.24
2018-12-24,10663.50,10780.90,-0.84,25.80,3.37,1.25
2018-12-21,10754.00,10944.25,-1.81,26.02,3.40,1.24
2018-12-20,10951.70,10885.20,-0.14,26.50,3.46,1.21
2018-12-19,10967.30,10930.55,0.54,26.53,3.47,1.21
2018-12-18,10908.70,10850.90,0.19,26.39,3.45,1.22
2018-12-17,10888.35,10853.20,0.77,26.34,3.44,1.22
2018-12-14,10805.45,10784.50,0.13,26.14,3.42,1.23
2018-12-13,10791.55,10810.75,0.50,26.11,3.41,1.23
2018-12-12,10737.60,10591.00,1.79,25.98,3.40,1.24
2018-12-11,10549.15,10350.05,0.58,25.52,3.34,1.26
2018-12-10,10488.45,10508.70,-1.92,25.37,3.32,1.27
2018-12-07,10693.70,10644.80,0.87,25.87,3.38,1.24
2018-12-06,10601.15,10718.15,-1.69,25.65,3.35,1.25
2018-12-05,10782.90,10820.45,-0.80,26.09,3.41,1.23
2018-12-04,10869.50,10877.10,-0.13,26.30,3.44,1.22
2018-12-03,10883.75,10930.70,0.06,26.33,3.44,1.22
2018-11-30,10876.75,10892.10,0.17,26.31,3.44,1.22
2018-11-29,10858.70,10808.70,1.21,26.27,3.43,1.22
2018-11-28,10728.85,10708.75,0.40,25.96,3.39,1.24
2018-11-27,10685.60,10621.45,0.54,25.85,3.38,1.24
2018-11-26,10628.60,10568.30,0.97,25.71,3.36,1.25
2018-11-22,10526.75,10612.65,-0.69,25.43,3.33,1.26
2018-11-21,10600.05,10670.95,-0.53,25.55,3.35,1.25
2018-11-20,10656.20,10740.10,-1.00,25.62,3.37,1.25
2018-11-19,10763.40,10731.25,0.76,25.88,3.41,1.23
2018-11-16,10682.20,10644.00,0.62,25.69,3.38,1.24
2018-11-15,10616.70,10580.60,0.38,25.53,3.36,1.25
2018-11-14,10576.30,10634.90,-0.06,25.43,3.35,1.25
2018-11-13,10582.50,10451.90,0.96,25.45,3.35,1.25
2018-11-12,10482.20,10607.80,-0.97,25.21,3.32,1.26
2018-11-09,10585.20,10614.70,-0.13,25.46,3.35,1.25
2018-11-07,10598.85,10614.45,0.65,25.49,3.36,1.25
2018-11-06,10530.00,10552.00,0.06,25.32,3.34,1.26
2018-11-05,10524.00,10558.75,-0.27,25.33,3.34,1.26
2018-11-02,10553.00,10462.30,1.66,25.40,3.35,1.25
2018-11-01,10380.45,10441.70,-0.06,24.98,3.29,1.27
2018-10-31,10386.60,10209.55,1.85,25.00,3.29,1.27
2018-10-30,10198.40,10239.40,-0.51,24.55,3.24,1.32
2018-10-29,10250.85,10078.10,2.20,24.65,3.26,1.31
2018-10-26,10030.00,10122.35,-0.94,24.12,3.19,1.34
2018-10-25,10124.90,10135.05,-0.98,24.36,3.22,1.33
2018-10-24,10224.75,10278.15,0.77,24.60,3.25,1.31
2018-10-23,10146.80,10152.60,-0.96,24.41,3.22,1.32
2018-10-22,10245.25,10405.85,-0.57,24.65,3.26,1.31
2018-10-19,10303.55,10339.70,-1.43,24.83,3.27,1.3
2018-10-17,10453.05,10688.70,-1.24,25.19,3.32,1.29
2018-10-16,10584.75,10550.15,0.69,25.52,3.36,1.27
2018-10-15,10512.50,10524.20,0.38,25.42,3.34,1.28
2018-10-12,10472.50,10331.55,2.32,25.33,3.33,1.28
2018-10-11,10234.65,10169.80,-2.16,24.75,3.25,1.31
2018-10-10,10460.10,10331.85,1.54,25.30,3.32,1.28
2018-10-09,10301.05,10390.30,-0.45,24.91,3.27,1.3
2018-10-08,10348.05,10310.15,0.31,25.03,3.29,1.3
2018-10-05,10316.45,10514.10,-2.67,24.95,3.28,1.3
2018-10-04,10599.25,10754.70,-2.39,25.63,3.37,1.27
2018-10-03,10858.25,10982.70,-1.36,26.26,3.45,1.24
2018-10-01,11008.30,10930.90,0.71,26.62,3.50,1.22
2018-09-28,10930.45,11008.10,-0.43,26.44,3.47,1.23
2018-09-27,10977.55,11079.80,-0.69,26.69,3.47,1.23
2018-09-26,11053.80,11145.55,-0.12,26.87,3.50,1.22
2018-09-25,11067.45,10969.95,0.91,26.91,3.56,1.21
2018-09-24,10967.40,11164.40,-1.58,26.66,3.53,1.22
2018-09-21,11143.10,11271.30,-0.81,27.09,3.59,1.2
2018-09-19,11234.35,11326.65,-0.39,27.31,3.61,1.19
2018-09-18,11278.90,11381.55,-0.87,27.42,3.63,1.19
2018-09-17,11377.75,11464.95,-1.19,27.66,3.66,1.18
2018-09-14,11515.20,11443.50,1.28,28.00,3.71,1.16
2018-09-12,11369.90,11340.10,0.73,27.64,3.66,1.18
2018-09-11,11287.50,11476.85,-1.32,27.44,3.63,1.19
2018-09-10,11438.10,11570.25,-1.30,27.81,3.68,1.17
2018-09-07,11589.10,11558.25,0.45,28.17,3.73,1.15
2018-09-06,11536.90,11514.15,0.52,28.05,3.71,1.16
2018-09-05,11476.95,11514.85,-0.38,27.90,3.69,1.17
2018-09-04,11520.30,11598.75,-0.54,28.01,3.71,1.16
2018-09-03,11582.35,11751.80,-0.84,28.16,3.73,1.16
2018-08-31,11680.50,11675.85,0.03,28.40,3.76,1.15
2018-08-30,11676.80,11694.75,-0.13,28.51,3.76,1.15
2018-08-29,11691.90,11744.95,-0.40,28.55,3.76,1.14
2018-08-28,11738.50,11731.95,0.40,28.66,3.82,1.15
2018-08-27,11691.95,11605.85,1.17,28.72,3.81,1.15
2018-08-24,11557.10,11566.60,-0.22,28.06,3.76,1.16
2018-08-23,11582.75,11620.70,0.10,28.32,3.77,1.16
2018-08-21,11570.90,11576.20,0.17,28.29,3.77,1.16
2018-08-20,11551.75,11502.10,0.71,28.25,3.76,1.16
2018-08-17,11470.75,11437.15,0.75,28.11,3.74,1.17
2018-08-16,11385.05,11397.15,-0.44,27.90,3.71,1.18
2018-08-14,11435.10,11381.70,0.70,28.02,3.72,1.18
2018-08-13,11355.75,11369.60,-0.65,27.80,3.70,1.18
2018-08-10,11429.50,11474.95,-0.36,27.83,3.72,1.18
2018-08-09,11470.70,11493.25,0.18,28.11,3.74,1.17
2018-08-08,11450.00,11412.50,0.53,28.23,3.73,1.17
2018-08-07,11389.45,11423.15,0.02,28.26,3.71,1.18
2018-08-06,11387.10,11401.50,0.23,28.26,3.71,1.18
2018-08-03,11360.80,11297.80,1.03,28.23,3.70,1.18
2018-08-02,11244.70,11328.90,-0.89,27.89,3.66,1.2
2018-08-01,11346.20,11359.80,-0.09,28.14,3.69,1.19
2018-07-31,11356.50,11311.05,0.33,28.22,3.70,1.18
2018-07-30,11319.55,11296.65,0.37,28.12,3.69,1.19
2018-07-27,11278.35,11232.75,0.99,28.02,3.67,1.19
2018-07-26,11167.30,11132.95,0.32,27.75,3.64,1.2
2018-07-25,11132.00,11148.40,-0.02,27.66,3.63,1.2
2018-07-24,11134.30,11109.00,0.45,27.66,3.63,1.2
2018-07-23,11084.75,11019.85,0.68,27.54,3.61,1.21
2018-07-20,11010.20,10963.50,0.48,27.36,3.59,1.22
2018-07-19,10957.10,10999.50,-0.21,27.22,3.69,1.19
2018-07-18,10980.45,11060.20,-0.25,27.28,3.70,1.19
2018-07-17,11008.05,10939.65,0.65,27.35,3.70,1.19
2018-07-16,10936.85,11018.95,-0.74,27.17,3.68,1.19
2018-07-13,11018.90,11056.90,-0.04,27.38,3.71,1.18
2018-07-12,11023.20,11006.95,0.68,27.39,3.71,1.18
2018-07-11,10948.30,10956.40,0.01,27.20,3.68,1.19
2018-07-10,10947.25,10902.75,0.87,27.05,3.68,1.19
2018-07-09,10852.90,10838.30,0.74,26.82,3.65,1.2
2018-07-06,10772.65,10744.15,0.21,26.62,3.63,1.21
2018-07-05,10749.75,10786.05,-0.19,26.69,3.62,1.21
2018-07-04,10769.90,10715.00,0.65,26.02,3.62,1.21
2018-07-03,10699.90,10668.60,0.40,25.85,3.60,1.22
2018-07-02,10657.30,10732.35,-0.53,25.76,3.59,1.23
2018-06-29,10714.30,10612.85,1.18,25.90,3.61,1.22
2018-06-28,10589.10,10660.80,-0.77,25.57,3.64,1.25
2018-06-27,10671.40,10785.50,-0.91,25.73,3.67,1.24
2018-06-26,10769.15,10742.70,0.06,26.02,3.70,1.23
2018-06-25,10762.45,10822.90,-0.55,26.48,3.70,1.23
2018-06-22,10821.85,10742.70,0.75,26.63,3.72,1.22
2018-06-21,10741.10,10808.45,-0.29,26.43,3.69,1.23
2018-06-20,10772.05,10734.65,0.58,26.52,3.70,1.22
2018-06-19,10710.45,10789.45,-0.83,26.38,3.68,1.23
2018-06-18,10799.85,10830.20,-0.17,26.60,3.71,1.22
2018-06-15,10817.70,10808.65,0.09,27.44,3.72,1.22
2018-06-14,10808.05,10832.90,-0.45,27.42,3.72,1.22
2018-06-13,10856.70,10887.50,0.13,27.54,3.73,1.22
2018-06-12,10842.85,10816.15,0.52,27.60,3.73,1.22
2018-06-11,10786.95,10781.85,0.18,27.47,3.71,1.22
2018-06-08,10767.65,10736.40,-0.01,27.27,3.70,1.23
2018-06-07,10768.35,10722.60,0.78,27.27,3.70,1.23
2018-06-06,10684.65,10603.45,0.86,27.06,3.67,1.23
2018-06-05,10593.15,10630.70,-0.33,26.83,3.64,1.25
2018-06-04,10628.50,10765.95,-0.63,26.92,3.66,1.24
2018-06-01,10696.20,10738.45,-0.37,27.09,3.68,1.23
2018-05-31,10736.15,10670.10,1.15,27.19,3.69,1.23
2018-05-30,10614.35,10579.00,-0.18,27.01,3.65,1.21
2018-05-29,10633.30,10689.40,-0.52,27.06,3.65,1.21
2018-05-28,10688.65,10648.35,0.79,27.23,3.67,1.2
2018-05-25,10605.15,10533.05,0.87,26.24,3.64,1.21
2018-05-24,10513.85,10464.85,0.80,26.07,3.61,1.22
2018-05-23,10430.35,10521.10,-1.01,25.86,3.58,1.23
2018-05-22,10536.70,10518.45,0.19,26.13,3.62,1.22
2018-05-21,10516.70,10616.70,-0.75,26.08,3.61,1.22
2018-05-18,10596.40,10671.85,-0.81,26.27,3.64,1.21
2018-05-17,10682.70,10775.60,-0.54,26.52,3.67,1.2
2018-05-16,10741.10,10751.95,-0.56,26.66,3.69,1.19
2018-05-15,10801.85,10812.60,-0.04,26.81,3.71,1.19
2018-05-14,10806.60,10815.15,0.00,26.82,3.71,1.19
2018-05-11,10806.50,10741.95,0.84,26.82,3.71,1.19
2018-05-10,10716.55,10779.65,-0.23,26.60,3.68,1.2
2018-05-09,10741.70,10693.35,0.22,26.66,3.69,1.19
2018-05-08,10717.80,10757.90,0.02,26.60,3.68,1.2
2018-05-07,10715.50,10653.15,0.92,26.60,3.68,1.2
2018-05-04,10618.25,10700.45,-0.57,26.36,3.65,1.21
2018-05-03,10679.65,10720.15,-0.36,26.51,3.67,1.2
2018-05-02,10718.05,10783.85,-0.20,26.60,3.68,1.2
2018-04-30,10739.35,10705.75,0.44,26.66,3.69,1.19
2018-04-27,10692.30,10651.65,0.70,26.54,3.67,1.2
2018-04-26,10617.80,10586.50,0.45,26.36,3.65,1.21
2018-04-25,10570.55,10612.40,-0.41,26.24,3.63,1.21
2018-04-24,10614.35,10578.10,0.28,26.35,3.65,1.21
2018-04-23,10584.70,10592.80,0.20,26.27,3.64,1.21
2018-04-20,10564.05,10560.35,-0.01,26.22,3.63,1.21
2018-04-19,10565.30,10563.65,0.37,26.23,3.63,1.21
2018-04-18,10526.20,10578.90,-0.21,26.13,3.62,1.22
2018-04-17,10548.70,10557.30,0.19,26.18,3.63,1.22
2018-04-16,10528.35,10398.30,0.46,26.13,3.62,1.22
2018-04-13,10480.60,10495.30,0.21,26.01,3.60,1.22
2018-04-12,10458.65,10410.65,0.40,25.96,3.59,1.23
2018-04-11,10417.15,10428.15,0.14,25.86,3.58,1.23
2018-04-10,10402.25,10412.90,0.22,25.82,3.57,1.23
2018-04-09,10379.35,10333.70,0.46,25.76,3.57,1.23
2018-04-06,10331.60,10322.75,0.06,25.65,3.55,1.24
2018-04-05,10325.15,10228.45,1.94,25.63,3.55,1.24
2018-04-04,10128.40,10274.60,-1.14,25.14,3.48,1.27
2018-04-03,10245.00,10186.85,0.33,25.43,3.52,1.25
2018-04-02,10211.80,10151.65,0.97,25.35,3.51,1.26
2018-03-28,10113.70,10143.60,-0.69,24.66,3.42,1.29
2018-03-27,10184.15,10188.00,0.53,24.83,3.44,1.28
2018-03-26,10130.65,9989.15,1.33,24.70,3.42,1.29
2018-03-23,9998.05,9968.80,-1.15,24.38,3.38,1.3
2018-03-22,10114.75,10167.50,-0.40,24.67,3.42,1.29
2018-03-21,10155.25,10181.95,0.31,24.76,3.43,1.28
2018-03-20,10124.35,10051.55,0.30,24.69,3.42,1.29
2018-03-19,10094.25,10215.35,-0.99,24.61,3.41,1.29
2018-03-16,10195.15,10345.15,-1.59,24.87,3.44,1.28
2018-03-15,10360.15,10405.45,-0.49,25.28,3.50,1.26
2018-03-14,10410.90,10393.05,-0.15,25.41,3.52,1.25
2018-03-13,10426.85,10389.50,0.05,25.45,3.52,1.25
2018-03-12,10421.40,10301.60,1.90,25.44,3.52,1.25
2018-03-09,10226.85,10271.30,-0.15,24.97,3.45,1.28
2018-03-08,10242.65,10216.25,0.87,25.00,3.46,1.27
2018-03-07,10154.20,10232.95,-0.93,24.79,3.43,1.28
2018-03-06,10249.25,10420.50,-1.06,25.02,3.46,1.21
2018-03-05,10358.85,10428.30,-0.95,25.40,3.50,1.2
2018-03-01,10458.35,10479.95,-0.33,25.59,3.53,1.19
2018-02-28,10492.85,10488.95,-0.58,25.68,3.54,1.13
2018-02-27,10554.30,10615.20,-0.27,25.87,3.57,1.12
2018-02-26,10582.60,10526.55,0.87,25.95,3.57,1.12
2018-02-23,10491.05,10408.10,1.04,25.75,3.54,1.13
2018-02-22,10382.70,10354.35,-0.14,25.49,3.51,1.09
2018-02-21,10397.45,10426.00,0.36,25.18,3.51,1.09
2018-02-20,10360.40,10391.00,-0.17,25.09,3.50,1.09
2018-02-19,10378.40,10488.90,-0.71,25.14,3.51,1.09
2018-02-16,10452.30,10596.20,-0.88,25.32,3.53,1.08
2018-02-15,10545.50,10537.90,0.42,25.45,3.56,1.07
2018-02-14,10500.90,10585.75,-0.37,25.37,3.55,1.08
2018-02-12,10539.75,10518.20,0.81,25.48,3.56,1.07
2018-02-09,10454.95,10416.50,-1.15,25.27,3.53,1.08
2018-02-08,10576.85,10518.50,0.96,25.56,3.57,1.07
2018-02-07,10476.70,10607.20,-0.21,25.32,3.54,1.08
2018-02-06,10498.25,10295.15,-1.58,25.37,3.55,1.08
2018-02-05,10666.55,10604.30,-0.87,25.78,3.60,1.06
2018-02-02,10760.60,10938.20,-2.33,26.04,3.64,1.05
2018-02-01,11016.90,11044.55,-0.10,27.48,3.72,1.03
2018-01-31,11027.70,11018.80,-0.20,27.50,3.73,1.03
2018-01-30,11049.65,11120.85,-0.73,27.51,3.73,1.03
